id_song,date,points,lyrics
1521,2022-05-03,50 points,Je suis aussi vorace aussi vivante que toi
1522,2021-07-09,20 points,Ton corps nu
1522,2022-04-02,40 points,Qui palpite encore qui va bientôt mourir
1522,2022-04-15,20 points,De ton dos
1523,2020-07-11,40 points,Pour que ça puisse t'être permis
1523,2020-07-27,20 points,Je coule aussi
1523,2020-12-30,1000 €,Deux fois
1523,2021-05-27,30 points,Où nous sommes nées
1523,2021-10-09,30 points,Bien trop à la vie
1523,2022-03-16,50 points,Si une chaîne avait relié invisiblement nos poignets
1523,2022-04-23,50 points,Sommes nées alors si tu coules je coule aussi
1524,2018-08-16,30 points,Je viens nue vers toi
1524,2021-03-11,30 points,Comment tu me préfères
1524,2021-04-22,20 points,À mes yeux
1524,2021-06-16,20 points,Enlevé mes bijoux
1524,2022-01-01,40 points,Celle dont j'ai l'air
1524,2022-09-03,20 points,À mes yeux
1525,2021-10-26,40 points,Et bat un peu plus fort
1525,2022-02-24,30 points,Mais elle s'en sort
1526,2020-08-17,1000 €,Les mêmes
1526,2021-11-19,30 points,Ou bien l'oppression
1527,2016-11-01,30 points,L'avenir dans ses bras
1527,2017-10-11,1000 €,pour ça
1527,2017-10-11,2000 €,me parlait je la fermais
1527,2017-10-11,5000 €,j'ai cramé que souvent il mentait
1527,2017-10-11,10000 €,de nom quand il disait qu'il m'aimait
1527,2017-10-11,20000 €,son ex continuait de l'appeler mais qu'est ce qu'il cachait je le découvrais
1527,2018-05-08,50 points,Même si j'ai cramé que souvent il mentait
1527,2018-05-31,30 points,Ne pensais qu'à lui
1527,2018-07-03,20 points,Qu'à lui
1527,2019-07-20,50 points,Dans ce qu'il me racontait
1527,2019-09-21,1000 €,que moi
1527,2019-09-21,2000 €,ce que je connaissais pas
1527,2019-09-21,5000 €,qu'il me parlait je la fermais
1527,2019-09-21,10000 €,il se perdait dans ce qu'il me racontait
1527,2019-10-21,50 points,De nom quand il disait qu'il m'aimait
1527,2019-11-04,40 points,J'ai cramé que souvent il mentait
1527,2020-01-25,30 points,Ne pensais qu'à lui
1527,2020-04-06,30 points,Disait qu'il m'aimait
1527,2020-04-25,1000 €,que moi
1527,2020-04-25,2000 €,ce que je connaissais pas
1527,2020-04-25,5000 €,qu'il me parlait je la fermais
1527,2020-04-25,10000 €,il se perdait dans ce qu'il me racontait
1527,2020-05-11,50 points,Grillé que son ex continuait de l'appeler
1527,2020-06-27,1000 €,Ses bras
1527,2020-06-27,2000 €,Je l'aimais pour ça
1527,2020-06-27,5000 €,Voyais déjà l'avenir dans ses bras
1527,2020-06-27,10000 €,De nom quand il disait qu'il m'aimait
1527,2020-06-27,20000 €,"Tout de suite la vie de famille pendant tout ce temps, j'étais dans le faux"
1527,2020-09-25,30 points,Que souvent il mentait
1527,2021-01-21,50 points,Dans sa caisse j’ai trouvé des jouets
1527,2021-03-07,50 points,De nom quand il disait qu'il m'aimait
1527,2021-03-31,30 points,Et je supportais je pardonnais
1527,2021-04-03,40 points,Qu'il cachait je le découvrais
1527,2021-08-26,40 points,Je ne pensais qu'à lui
1527,2021-12-25,50 points,Même si j'ai cramé que souvent il mentait
1527,2022-04-03,40 points,Que son ex continuait de l'appeler
1531,2020-05-15,1000 €,un paravent
1531,2020-05-15,2000 €,après quoi on court
1531,2020-05-15,5000 €,de m'écrouler dans tes ruines
1531,2022-03-23,20 points,Dans tes ruines
1533,2015-03-04,40 points,Un emblème la haine je la jette
1533,2016-12-28,20 points,Dans mes veines
1533,2017-08-25,20 points,Coule la Seine
1533,2018-03-05,40 points,Du cœur du Nil dans mes veines
1533,2018-07-13,30 points,Pour l'après pour l'avant
1533,2020-07-15,30 points,Paris au fil du cœur
1533,2020-12-23,30 points,Du Nil dans mes veines
1533,2021-03-19,40 points,Dans mes artères coule la Seine
1533,2021-09-20,20 points,Je la jette
1533,2022-01-21,20 points,Dans mes veines
1533,2022-04-20,40 points,Mon rimeur Paris au fil du cœur
1533,2022-07-03,50 points,Le dedans pour l'après pour l'avant
1534,2018-04-24,1000 €,première vue
1534,2022-12-01,1000 €,l'hécatombe
1534,2022-12-01,10000 €, a renseigner
1535,2017-03-10,20 points,C'est immonde
1535,2018-02-02,1000 €,Les pendentifs
1535,2019-10-16,1000 €,À clous
1535,2021-02-01,1000 €,Les pendentifs
1535,2021-02-01,2000 €,En parlant de Jean-Yves
1535,2021-02-01,5000 €,Son avis beaucoup moins de son envie
1535,2021-02-01,10000 €,Au Malibu malade pas beau quand j'ai trop bu
1535,2021-02-01,20000 €,Le cul de ces individus qui n'ont pas plus à dire que Raoul sur sa tire
1535,2021-03-26,40 points,Pas beau quand j'ai trop bu
1535,2021-10-07,1000 €,À clous
1535,2022-02-05,30 points,Le cul de ces individus
1535,2022-02-25,1000 €,Les pendentifs
1536,2018-08-19,30 points,De la tête aux pieds
1536,2019-09-21,20 points,Machine à fric
1536,2020-04-25,20 points,Machine à fric
1536,2020-07-22,1000 €,Vraies valeurs
1536,2020-11-25,30 points,Une machine à fric
1536,2021-05-19,20 points,Tête aux pieds
1536,2021-06-28,30 points,N'ont pas d'afro
1536,2021-12-15,30 points,Mama Sam est consternée
1536,2022-03-14,30 points,Génération très très marquée
1536,2022-04-28,1000 €,Belle âme
1536,2022-04-28,2000 €,C'est l'Africaine occidentale
1536,2022-04-28,5000 €,Très très marquée Mama Sam est consternée
1536,2022-04-28,10000 €,Il est honteux d’afficher Nike sur nos vêtements dégénérés
1536,2022-04-28,20000 €,Ça se trouve je ne reviendrai jamais je serai le plus blanc-bec de tous les Africains
1537,2014-08-04,40 points,Pour nous lier jusqu'au ciel
1537,2017-03-07,20 points,Comment t'atteindre
1537,2018-02-07,30 points,Lier jusqu'au ciel
1537,2018-03-21,1000 €,la mienne
1537,2018-03-21,2000 €,encerclées par tes ondes
1537,2020-05-09,30 points,J'attends la panne
1537,2021-04-13,1000 €,Si fort
1537,2021-09-29,30 points,M'ont troublé onde magique
1538,2014-12-16,50 points,À tes cordes t'oublier aux objets trouvés
1538,2015-06-16,40 points,Tes cordes t'oublier aux objets trouvés
1538,2016-08-31,30 points,T'oublier aux objets trouvés
1538,2018-02-27,40 points,De doutes je te griffe te lacère
1538,2018-05-23,40 points,Tes cordes t'oublier aux objets trouvés
1538,2020-04-07,40 points,Tes cordes t'oublier aux objets trouvés
1538,2020-12-03,1000 €,Le son
1538,2020-12-03,2000 €,Ventre à ventre élégante compagne
1538,2021-04-06,30 points,Je te griffe te lacère
1538,2021-07-19,30 points,Ventre à ventre élégante compagne
1538,2021-10-30,40 points,Je te pose à mon cou
1538,2022-01-25,40 points,Voulu te pendre à tes cordes
1541,2016-01-15,20 points,Jetez vos armes
1541,2020-06-04,20 points,Jetez vos armes
1541,2021-03-17,20 points,Jetez vos armes
1541,2022-01-26,40 points,Qui s'éveillent à la vie
1542,2018-03-28,1000 €,m'amuser
1542,2019-05-25,5000 €,d'amitié
1542,2019-05-25,10000 €,à comprendre écoutez moi
1542,2019-05-25,20000 €,chante sous vos fenêtres chaque jour
1542,2019-05-25,50000 €,n'est plus à vendre le soleil est roi
1542,2019-05-25,100000 €,qu'on soit pauvres ou milliardaires on restera toujours les mêmes ces hommes extraordinaires
1542,2019-09-01,50 points,Est roi asseyez-vous à ma table écoutez-moi
1542,2020-06-22,40 points,Le bonheur n'est plus à vendre
1542,2020-12-09,20 points,Vous le rendra
1542,2022-07-01,1000 €,la fête
1542,2022-07-01,2000 €,je suis comme ça
1542,2022-07-01,5000 €,chante sous vos fenêtres chaque jour
1542,2022-07-01,10000 €,donnez moi de la tendresse surtout pas d’argent
1542,2022-07-01,20000 €,alors laissez moi vous dire la générosité c'est une larme un sourire à partager
1543,2013-06-02,50 points,Y joue avec le ciel et les fait rêver
1543,2016-05-12,30 points,Fait battre leur cœur
1543,2020-01-12,20 points,Battre leur cœur
1543,2020-07-14,1000 €,d'été
1543,2021-06-14,30 points,Rien de leur amour
1544,2020-02-20,20 points,De leurs efforts
1548,2018-12-27,20 points,Suis en vie
1548,2020-01-29,1000 €,La mer
1548,2020-01-29,2000 €,Maman l'a pris
1548,2020-01-29,5000 €,La maison c'était la guerre
1548,2020-01-29,10000 €,Qu'il est urgent de renaître quand tout est détruit
1548,2020-01-29,20000 €,A redonné sa chance à notre survie c'est là que j'ai poussé mon premier cri
1548,2020-02-11,20 points,Cent mille ans
1548,2021-11-12,1000 €,deux pays
1549,2020-09-21,1000 €,Le succès
1549,2021-10-12,1000 €,il faudrait
1549,2021-10-12,1000 €,À renseigne
1550,2020-11-16,1000 €,Des bandonéons
1550,2022-11-01,1000 €,hier encore
1551,2017-04-13,1000 €,d'un naufrage
1551,2017-04-13,2000 €,nouveau loin des bidonvilles
1551,2017-04-13,5000 €,qui ne pensent qu'à boire
1551,2018-03-04,40 points,Elle s'invente des rêves tendres
1551,2018-06-01,30 points,Qui cherchent la bagarre
1551,2018-07-18,20 points,Qu'à boire
1551,2019-09-21,1000 €,son île
1551,2019-09-21,2000 €,elle danse tous les soirs
1551,2019-09-21,5000 €,qui ne pensent qu'à boire
1551,2019-09-21,10000 €,force d'attendre elle s'invente des rêves tendres
1551,2019-09-21,20000 €,de tequila réchauffent sa mémoire de ces mots d'autrefois brûlants comme l'espoir
1551,2020-04-25,1000 €,son île
1551,2020-04-25,2000 €,elle danse tous les soirs
1551,2020-04-25,5000 €,qui ne pensent qu'à boire
1551,2020-04-25,10000 €,force d'attendre elle s'invente des rêves tendres
1551,2020-04-25,20000 €,de tequila réchauffent sa mémoire de ces mots d'autrefois brûlants comme l'espoir
1551,2020-07-20,50 points,Rêves tendres les verres de tequila réchauffent sa mémoire
1551,2020-09-16,30 points,De tequila réchauffent sa mémoire
1551,2021-05-29,30 points,Qui cherchent la bagarre
1551,2021-06-09,40 points,Elle s'invente des rêves tendres
1551,2022-02-28,40 points,D'autrefois brûlants comme l'espoir
1552,2013-09-09,40 points,Mais j'ose pas m'emballer
1552,2014-04-16,1000 €,Me sourire
1552,2014-04-16,2000 €,S'envole comme une hirondelle
1552,2015-01-15,1000 €,Mon moral
1552,2017-11-17,50 points,Pourtant j'ai l'air de lui plaire
1552,2018-02-01,50 points,S'éloigne sans un bruit alors c'est grave
1552,2018-06-30,30 points,Bouscule dans ma tête
1552,2018-09-18,50 points,Dans ma tête dopé à l'effet de plaire
1552,2018-10-08,50 points,S'éloigne sans un bruit alors c'est grave
1552,2018-12-17,40 points,Sans un bruit alors c'est grave
1552,2019-01-06,40 points,Sans un bruit alors c'est grave
1552,2020-02-26,50 points,Silhouette comme un nuage s'éloigne sans un bruit
1552,2020-03-07,50 points,Pourtant j'ai l'air de lui plaire
1552,2021-01-01,50 points,Dans ma tête dopé à l'effet de plaire
1552,2021-04-09,30 points,Fidèle à cet aveu
1552,2021-11-05,50 points,S'éloigne sans un bruit alors c'est grave
1552,2021-12-14,40 points,J'ai l'air de lui plaire
1552,2022-03-25,50 points,Quand même la fête le fantasme qui peut distraire
1553,2015-06-23,30 points,De rire sans toi
1554,2020-05-19,1000 €,La mémoire
1554,2020-05-19,2000 €,Longtemps à l'écart
1554,2020-11-25,1000 €,La mémoire
1554,2020-11-25,2000 €,Voisin c'est bizarre
1555,2016-01-15,30 points,Où je vais avec toi
1555,2016-03-08,50 points,Ceux que t'aimes pas je les verrai plus
1555,2017-06-15,40 points,Mes potes la chance que j'ai
1555,2017-11-15,40 points,Mes potes la chance que j'ai
1555,2018-03-07,40 points,Tu verras cette fois ci je changerai
1555,2018-07-05,50 points,Même si tu m’as jamais vraiment cru
1555,2019-06-25,50 points,Ceux que t'aimes pas je les verrai plus
1555,2019-12-01,30 points,Je les verrai plus
1555,2019-12-10,40 points,Et le corps aux objets perdus
1555,2020-01-15,20 points,Gâché avec toi
1555,2020-11-28,40 points,Tu verras cette fois ci je changerai
1555,2021-01-11,50 points,En bandoulière et le corps aux objets perdus
1555,2021-05-17,30 points,La chance que j'ai
1555,2021-07-14,40 points,Tu m'as jamais vraiment cru
1555,2022-01-15,50 points,Je préfère encore tout foutre en l’air
1555,2022-07-03,20 points,Je saurai faire
1555,2022-09-04,40 points,D'être sûr que c'est foutu
1556,2016-03-09,50 points,Le noyer mais il flotte ce putain de chagrin
1556,2017-10-04,40 points,Il flotte ce putain de chagrin
1556,2017-12-07,1000 €,des enfants
1556,2018-03-14,30 points,Ça ira mieux demain
1556,2018-04-16,50 points,Dans la flotte comme un con dans son bain
1556,2018-07-21,40 points,Belles notes et ça ira mieux demain
1556,2019-07-18,30 points,Ce putain de chagrin
1556,2019-09-01,30 points,Ce putain de chagrin
1556,2019-10-17,50 points,Sans potes quand personne sonne et ne vient
1556,2020-01-01,40 points,Belles notes et ça ira mieux demain
1556,2020-02-18,30 points,Un con dans sa bain
1556,2020-07-07,40 points,Et ça ira mieux demain
1556,2020-07-08,40 points,J'ai pris des fous rires
1556,2020-08-04,40 points,Fait le clown c'est vrai
1556,2020-09-12,20 points,Dans la flotte
1556,2020-12-10,40 points,Mais ça ne va pas mieux
1556,2021-01-15,20 points,Dans son bain
1556,2021-09-04,50 points,C'est vrai et j'ai rien fait
1556,2021-10-25,20 points,Et ne vient
1556,2022-02-16,40 points,Belles notes et ça ira mieux demain
1556,2022-04-25,50 points,Fait du bien j'ai fait des fautes
1557,2015-06-17,20 points,Sur l'oreiller
1557,2016-08-31,40 points,Les volets fermés tout l'été
1557,2020-12-09,1000 €,Ma douleur
1557,2021-04-27,20 points,Tout l'été
1558,2013-01-22,40 points,Gloire les femmes et l'argent
1558,2013-03-28,50 points,Me lâche j'ai besoin de prendre l'air
1558,2013-09-13,40 points,La gloire les femmes et l'argent
1558,2016-07-01,30 points,De prendre l'air
1558,2017-04-07,40 points,Je n'aime pas mes vieux
1558,2017-10-11,50 points,Si je les écoute je finirai dans les rangs
1558,2018-01-31,50 points,Après la gloire les femmes et l'argent
1558,2018-08-14,50 points,Après la gloire les femmes et l'argent
1558,2018-12-13,40 points,J'envoie tout foutre en l'air
1558,2019-02-19,50 points,Si je les suis je finirai dans le vent
1558,2019-03-27,20 points,Prendre l'air
1558,2020-01-27,30 points,Tout foutre en l'air
1558,2020-08-18,30 points,Tout foutre en l'air
1558,2021-04-07,30 points,Besoin de prendre l'air
1558,2021-04-16,50 points,Si je les écoute je finirai dans les rangs
1558,2021-12-20,30 points,Les femmes et l'argent
1561,2020-11-13,1000 €,Le fond
1561,2020-11-13,2000 €,Brassent de l'or
1561,2021-04-22,1000 €,D'Ormesson
1563,2018-07-19,1000 €,Te promets
1563,2018-07-19,2000 €,Le droit de les casser
1563,2018-07-19,5000 €,Rit aux éclats devant toute une armée
1563,2018-07-19,10000 €,Ce n'est pas parfait je serai là pour gommer
1563,2020-01-08,1000 €,Te promets
1563,2020-01-08,2000 €,De mes vieux soldats
1563,2020-01-08,5000 €,Tire pas de peur de blesser
1563,2020-01-08,10000 €,Tes cahiers mais mon enfant ne t'en fais pas
1563,2021-10-20,1000 €,Veux pas
1563,2021-10-20,2000 €,Le droit de les casser
1563,2021-10-20,5000 €,Rit aux éclats devant toute une armée
1563,2021-10-20,10000 €,Ce n'est pas parfait je serai là pour gommer
1564,2015-06-04,40 points,James Bond entouré de belles blondes
1564,2016-06-12,50 points,De file j'en ai pas le profil
1564,2017-09-25,50 points,Le quotidien ça nous tue ça nous tient
1564,2018-02-26,50 points,L'oreiller j'aime pas qu'on me questionne
1564,2018-07-04,40 points,L'amour j'attends plutôt mon tour
1564,2018-07-15,50 points,Je suis pas James Bond entouré de belles blondes
1564,2018-09-05,30 points,Qu'on me questionne
1564,2019-03-01,40 points,James Bond entouré de belles blondes
1564,2019-04-17,50 points,J'envie même pas les hommes qui papillonnent
1564,2019-06-27,30 points,Qu'on me questionne
1564,2021-06-16,50 points,J’envie même pas les hommes qui papillonnent
1564,2022-04-05,50 points,De file j'en ai pas le profil
1564,2022-12-01,40 points,James Bond entouré de belles blondes
1565,2013-07-03,20 points,A un après
1565,2014-11-04,50 points,On baisse les bras pour venir se faire pardonner
1565,2015-09-09,20 points,A un après
1565,2016-04-01,40 points,Encore dire qui est Saint Thomas
1565,2016-05-08,50 points,Qui est saint Thomas quand ton heure arrivera
1565,2016-05-30,40 points,Encore dire qui est Saint Thomas 
1565,2016-10-27,40 points,Les bras pour venir se faire pardonner
1565,2017-05-04,50 points,Cru tellement peu et de vouloir se racheter
1565,2018-02-14,20 points,A un après
1565,2018-08-18,50 points,Cru tellement peu et de vouloir se racheter
1565,2019-06-21,40 points,Des mea-culpa de toutes les mauvaises fois
1565,2020-02-10,50 points,On baisse les bras pour venir se faire pardonner
1565,2021-01-19,30 points,Et de vouloir se racheter
1566,2018-10-07,1000 €,ce monde
1567,2015-08-28,1000 €,te réveille
1567,2015-08-28,2000 €,que je te dise
1567,2018-05-15,30 points,S'asseoir au vieux piano
1567,2020-03-12,20 points,Sur ma joue
1567,2020-05-08,50 points,Viens on va s'asseoir au vieux piano
1567,2021-09-21,30 points,Comme des refrains vaudous
1568,2016-11-21,20 points,Toutes les couleurs
1568,2017-03-10,40 points,Pour une vie de toutes les couleurs
1568,2021-03-02,40 points,Je prends des chemins en lacets
1569,2020-12-23,40 points,Tant que le monde est portable
1569,2021-02-16,1000 €,qui bat
1569,2021-02-16,2000 €,on passe des heures
